job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,experience_min_yrs,experience_max_yrs,salary_min_lpa,salary_max_lpa,salary_midpoint_lpa,salary_disclosed,work_mode,company_size_bucket,primary_city,skill_domain,days_since_posted,is_senior,is_fresher_friendly,experience_tier,salary_tier
1,Data Scientist,Cisco,4.1,Bengaluru,Bangalore,Data Scientist,7-10 Yrs,7.0,10.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,Business Intelligence,21.0,False,False,Senior (6-8 Yrs),Undisclosed
2,Data Scientist,Caterpillar Inc,4.1,Bengaluru,Bangalore,Data Scientist,4-8 Yrs,4.0,8.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,21.0,False,False,Mid (3-5 Yrs),Undisclosed
3,Analytics Data Scientist,Foreign IT Consulting MNC,3.6,"Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0,0.0,0.0,0.0,False,On-site,Large (1000+),Hyderabad,Business Intelligence,21.0,False,False,Mid (3-5 Yrs),Undisclosed
4,Data Scientist,Fortune 500 IT Services Company,3.6,"Mumbai, Bengaluru",Bangalore,Data Scientist,10-14 Yrs,0.0,0.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Mumbai,Data Science,21.0,False,True,Fresher,Undisclosed
5,Sr. Artificial Intelligence Engineer,Fortune 500 Product-based MNC,3.6,"Pune, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Pune,Data Science,21.0,True,False,Mid (3-5 Yrs),Undisclosed
6,Data Scientist,Top Rated IT Enterprise,3.6,"Chennai, Bengaluru",Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Chennai,Data Science,21.0,False,False,Mid (3-5 Yrs),Undisclosed
7,Data Scientist,Leading IT Firm,3.6,"Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Chennai,Data Science,21.0,False,False,Mid (3-5 Yrs),Undisclosed
8,Advanced Data Scientist,Exxon Mobil Corporation,3.7,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,21.0,False,False,Mid (3-5 Yrs),Undisclosed
9,"Data Scientist, Google Play, Product",Google,4.4,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,21.0,False,False,Mid (3-5 Yrs),Undisclosed
10,Machine Learning Data Scientist,Hsbc,3.8,Bengaluru,Bangalore,Data Scientist,3-7 Yrs,3.0,7.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,21.0,False,False,Mid (3-5 Yrs),Undisclosed
11,Sr Data Scientist - Advanced Machine Learning,Target,4.0,Bengaluru,Bangalore,Data Scientist,4-9 Yrs,4.0,9.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,21.0,False,False,Mid (3-5 Yrs),Undisclosed
12,Data Scientist - Service Parts Supply Chain,Philips,3.8,Bengaluru,Bangalore,Data Scientist,10-15 Yrs,0.0,0.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,Business Intelligence,21.0,False,True,Fresher,Undisclosed
13,Data Scientist Cyber Threat Intelligence,A.P. Moller Maersk,3.9,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,Data Science,21.0,False,False,Mid (3-5 Yrs),Undisclosed
14,Data Scientist,EXL,3.6,"Hybrid - Gurugram, Bengaluru",Bangalore,Data Scientist,5-8 Yrs,5.0,8.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Gurgaon,AI/ML/DL,6.0,False,False,Mid (3-5 Yrs),Undisclosed
15,Data Scientist,Maruti Suzuki,4.1,Bengaluru,Bangalore,Data Scientist,4-7 Yrs,4.0,7.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,21.0,False,False,Mid (3-5 Yrs),Undisclosed
16,"Staff Data Scientist, Ads Insights and Measurement",Google,4.4,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,Business Intelligence,21.0,False,False,Senior (6-8 Yrs),Undisclosed
17,AI / ML Data Scientist I,Nielsen Sports,3.8,Bengaluru,Bangalore,Data Scientist,0-3 Yrs,0.0,3.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,6.0,False,True,Fresher,Undisclosed
18,Data Scientist,Genpact,3.6,"Hybrid - Hyderabad, Gurugram, Bengaluru",Bangalore,Data Scientist,8-12 Yrs,8.0,12.0,15.0,25.0,20.0,True,Hybrid,Large (1000+),Hyderabad,AI/ML/DL,1.0,False,False,Senior (6-8 Yrs),Senior (10-20 LPA)
19,Marketing Data Scientist/Engineer,Wipro,3.6,"Hybrid - Noida, Kolkata, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,Hybrid,Large (1000+),Noida,Business Intelligence,4.0,False,False,Mid (3-5 Yrs),Undisclosed
20,Data Scientist-Artificial Intelligence,IBM,3.9,Bangalore Rural,Bangalore,Data Scientist,7-9 Yrs,7.0,9.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,1.0,False,False,Senior (6-8 Yrs),Undisclosed
21,Data Scientist,Alstom,3.7,Bengaluru,Bangalore,Data Scientist,7-12 Yrs,7.0,12.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,1.0,False,False,Senior (6-8 Yrs),Undisclosed
22,Data Scientist - Gen AI,Fractal Analytics,4.0,Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,0.0,False,False,Mid (3-5 Yrs),Undisclosed
23,Data Scientist - Predictive Intelligence (Sensor Fusion & Time Series),Pump Academy,4.1,Bengaluru(Old Airport Road),Bangalore,Data Scientist,8-12 Yrs,8.0,12.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,1.0,False,False,Senior (6-8 Yrs),Undisclosed
24,Data Scientist,Ecolab Global Services,3.4,Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,Data Science,1.0,False,False,Mid (3-5 Yrs),Undisclosed
25,Data Scientist,Leading IT Service and Consulting Organization,3.6,"Hybrid - Gurugram, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,Hybrid,Large (1000+),Gurgaon,AI/ML/DL,2.0,False,False,Mid (3-5 Yrs),Undisclosed
26,Data Scientist I,Sparta Systems,4.1,Bengaluru,Bangalore,Data Scientist,0-5 Yrs,0.0,5.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,5.0,False,True,Fresher,Undisclosed
27,Hiring For data Scientist,Tech Mahindra,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,20.0,27.5,23.75,True,Hybrid,Large (1000+),Hyderabad,AI/ML/DL,1.0,False,False,Mid (3-5 Yrs),Leadership (20+ LPA)
28,Data Scientist-Artificial Intelligence,IBM,3.9,Bengaluru,Bangalore,Data Scientist,3-7 Yrs,3.0,7.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,6.0,False,False,Mid (3-5 Yrs),Undisclosed
29,Data Scientist,Hackajob,3.6,"Hybrid - Pune, Bengaluru",Bangalore,Data Scientist,2-7 Yrs,2.0,7.0,17.0,22.5,19.75,True,Hybrid,Small/Startup (<100),Pune,AI/ML/DL,1.0,False,False,Junior (0-2 Yrs),Senior (10-20 LPA)
30,Data Scientist,Ltimindtree,3.6,Hybrid - Bengaluru,Bangalore,Data Scientist,6-11 Yrs,6.0,11.0,16.0,31.0,23.5,True,Hybrid,Large (1000+),Bangalore,AI/ML/DL,1.0,False,False,Senior (6-8 Yrs),Senior (10-20 LPA)
31,Data Scientist,VOLKSWAGEN GROUP DIGITAL SOLUTIONS PRIVATE LIMITED,3.9,"Pune, Gurugram, Bengaluru",Bangalore,Data Scientist,3-6 Yrs,3.0,6.0,0.0,0.0,0.0,False,On-site,Large (1000+),Pune,AI/ML/DL,5.0,False,False,Mid (3-5 Yrs),Undisclosed
32,Data Scientist,Comviva Technology,2.8,Hybrid - Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Bangalore,Data Science,1.0,False,False,Mid (3-5 Yrs),Undisclosed
33,Data Scientist GenAI / Machine Learning,Insight Global Technologies,3.5,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,13.0,23.0,18.0,True,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,1.0,False,False,Mid (3-5 Yrs),Senior (10-20 LPA)
34,Data Scientist - Gen AI,Fractal Analytics,4.0,"Noida, Mumbai, Hyderabad, Pune, Chennai, Gurugram, Bengaluru",Bangalore,Data Scientist,3-5 Yrs,3.0,5.0,0.0,0.0,0.0,False,On-site,Large (1000+),Noida,AI/ML/DL,1.0,False,False,Mid (3-5 Yrs),Undisclosed
35,Data Scientist,KPI Partners,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,6-10 Yrs,6.0,10.0,25.0,40.0,32.5,True,Hybrid,Small/Startup (<100),Hyderabad,Cloud & DevOps,1.0,False,False,Senior (6-8 Yrs),Leadership (20+ LPA)
36,"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,3.8,Bengaluru,Bangalore,Data Scientist,2-9 Yrs,2.0,9.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,Business Intelligence,4.0,False,False,Junior (0-2 Yrs),Undisclosed
37,Gen AI Data Scientist,Tata Consultancy Services,3.3,"Pune, Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Large (1000+),Pune,AI/ML/DL,2.0,False,False,Mid (3-5 Yrs),Undisclosed
38,"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,3.8,"Hyderabad, Pune, Chennai, Gurugram, Bengaluru",Bangalore,Data Scientist,2-9 Yrs,2.0,9.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Hyderabad,Business Intelligence,4.0,False,False,Junior (0-2 Yrs),Undisclosed
39,Data Scientist,Aon,3.8,Bengaluru,Bangalore,Data Scientist,5-9 Yrs,5.0,9.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,Data Engineering,4.0,False,False,Mid (3-5 Yrs),Undisclosed
40,Data Scientist,Voya India,3.6,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0,10.0,23.0,16.5,True,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,1.0,False,False,Mid (3-5 Yrs),Senior (10-20 LPA)
41,AI Data Engineer/Scientist,Wipro,3.6,Remote,Bangalore,Data Scientist,4-8 Yrs,4.0,8.0,0.0,0.0,0.0,False,Remote,Large (1000+),Remote,Data Engineering,5.0,False,False,Mid (3-5 Yrs),Undisclosed
42,Walkin Drive | Bangalore | June 13 | Data Scientist,Tata Consultancy Services,3.3,Bengaluru,Bangalore,Data Scientist,13 Jun,13.0,8.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,21.0,False,False,Lead/Architect (9+ Yrs),Undisclosed
43,Data Scientist,Tata Consultancy Services,3.3,"Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,6-10 Yrs,6.0,10.0,0.0,0.0,0.0,False,On-site,Large (1000+),Hyderabad,AI/ML/DL,5.0,False,False,Senior (6-8 Yrs),Undisclosed
44,Data Scientist / AI/ML Engineer,Black and white Business Solution,3.6,"Hybrid - Hyderabad, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,20.0,35.0,27.5,True,Hybrid,Small/Startup (<100),Hyderabad,AI/ML/DL,4.0,False,False,Mid (3-5 Yrs),Leadership (20+ LPA)
45,Staff Data Scientist | (AI ML |Graph Neural Networks and NLP),Neuron7,2.4,Bengaluru,Bangalore,Data Scientist,10-15 Yrs,0.0,0.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,5.0,False,True,Fresher,Undisclosed
46,Walk-in || Data Scientist,Tata Consultancy Services,3.3,Bengaluru,Bangalore,Data Scientist,13 Jun,13.0,8.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,21.0,False,False,Lead/Architect (9+ Yrs),Undisclosed
47,Data Scientist ( Gaming Industry Experince is Mandatory ),Popreach Technologies,4.9,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,Business Intelligence,4.0,False,False,Mid (3-5 Yrs),Undisclosed
48,GenAI - Data Scientist,EXL,3.6,"Gurugram, Bengaluru",Bangalore,Data Scientist,7-10 Yrs,7.0,10.0,25.0,40.0,32.5,True,On-site,Small/Startup (<100),Gurgaon,AI/ML/DL,5.0,False,False,Senior (6-8 Yrs),Leadership (20+ LPA)
49,Walk-in || Data Scientist(6+ yrs exp candidates only),Tata Consultancy Services,3.3,Bengaluru,Bangalore,Data Scientist,13 Jun,13.0,8.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,21.0,False,False,Lead/Architect (9+ Yrs),Undisclosed
50,Snowflake AI/ML Engineer / Data Scientist,sharpheads,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Hyderabad,AI/ML/DL,4.0,False,False,Mid (3-5 Yrs),Undisclosed
51,Data Scientist,Careernet,3.6,Hybrid - Bengaluru,Bangalore,Data Scientist,10-20 Yrs,10.0,20.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Bangalore,AI/ML/DL,5.0,False,False,Lead/Architect (9+ Yrs),Undisclosed
52,Data Scientist,Ascendion Engineering,3.6,"Hybrid - Pune, Chennai, Bengaluru",Bangalore,Data Scientist,3-6 Yrs,3.0,6.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Pune,AI/ML/DL,6.0,False,False,Mid (3-5 Yrs),Undisclosed
53,Data Scientist-Gen AI,Leading IT Service and Consulting Organization,3.6,"Hybrid - Pune, Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,Hybrid,Large (1000+),Pune,AI/ML/DL,7.0,False,False,Mid (3-5 Yrs),Undisclosed
54,Data Scientist,Calsoft,2.8,Bengaluru,Bangalore,Data Scientist,5-9 Yrs,5.0,9.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,2.0,False,False,Mid (3-5 Yrs),Undisclosed
55,Data Scientist,Ujjivan Small Finance Bank,4.0,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0,6.0,12.0,9.0,True,On-site,Small/Startup (<100),Bangalore,Business Intelligence,5.0,False,False,Mid (3-5 Yrs),Mid (6-10 LPA)
56,Data Scientist,Tata Consultancy Services,3.3,"Chennai, Bengaluru, Mumbai (All Areas)",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Large (1000+),Chennai,AI/ML/DL,7.0,False,False,Mid (3-5 Yrs),Undisclosed
57,Data Scientist /AI ML Engineer,Globallogic,3.5,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,7.0,False,False,Mid (3-5 Yrs),Undisclosed
58,Data Scientist - 23 Feb (Sat)-Weekend Virtual Interview - Pan India,Tata Consultancy Services,3.3,"India, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,6 Yrs,6.0,8.0,0.0,0.0,0.0,False,On-site,Large (1000+),Pan India,AI/ML/DL,7.0,False,False,Senior (6-8 Yrs),Undisclosed
59,Data Scientist,Clickpost,2.1,Bengaluru,Bangalore,Data Scientist,4-6 Yrs,4.0,6.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,Business Intelligence,4.0,False,False,Mid (3-5 Yrs),Undisclosed
60,Data Scientist,Novulis,3.7,Hybrid - Bengaluru,Bangalore,Data Scientist,10-20 Yrs,10.0,20.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Bangalore,AI/ML/DL,5.0,False,False,Lead/Architect (9+ Yrs),Undisclosed
61,Data Scientist,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,15.0,27.5,21.25,True,Hybrid,Small/Startup (<100),Bangalore,AI/ML/DL,7.0,False,False,Mid (3-5 Yrs),Senior (10-20 LPA)
62,Data Scientist Rag,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,15.0,25.0,20.0,True,Hybrid,Small/Startup (<100),Bangalore,AI/ML/DL,3.0,False,False,Mid (3-5 Yrs),Senior (10-20 LPA)
63,Data Scientist (Non-Gaming),Popreach Technologies,4.9,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,Business Intelligence,4.0,False,False,Mid (3-5 Yrs),Undisclosed
64,Data Scientist,Premium,3.6,Bengaluru,Bangalore,Data Scientist,7-10 Yrs,7.0,10.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,6.0,False,False,Senior (6-8 Yrs),Undisclosed
65,Data Scientist with GenAI,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Bangalore,AI/ML/DL,5.0,False,False,Mid (3-5 Yrs),Undisclosed
66,Data Scientist,Ascendion Engineering,3.6,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,3-6 Yrs,3.0,6.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Hyderabad,AI/ML/DL,5.0,False,False,Mid (3-5 Yrs),Undisclosed
67,Data Scientist (With Databricks),Diggibyte Technologies,3.4,"Ahmedabad, Chennai, Bengaluru",Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Ahmedabad,AI/ML/DL,5.0,False,False,Mid (3-5 Yrs),Undisclosed
68,Data Scientist,Cloudxtreme,4.2,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,7-12 Yrs,7.0,12.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Hyderabad,AI/ML/DL,7.0,False,False,Senior (6-8 Yrs),Undisclosed
69,Data Scientist,Aqilea,4.6,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,6.0,False,False,Senior (6-8 Yrs),Undisclosed
70,Data Scientist,Capgemini,3.6,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,6-9 Yrs,6.0,9.0,5.5,14.0,9.75,True,Hybrid,Large (1000+),Hyderabad,AI/ML/DL,14.0,False,False,Senior (6-8 Yrs),Junior (3-6 LPA)
71,Data Scientist,Capgemini,3.6,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Bangalore,Data Scientist,6-8 Yrs,6.0,8.0,0.0,0.0,0.0,False,Hybrid,Large (1000+),Pune,AI/ML/DL,14.0,False,False,Senior (6-8 Yrs),Undisclosed
72,Data Scientist (LLM Security),Thales,3.6,Bengaluru,Bangalore,Data Scientist,6-11 Yrs,6.0,11.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,7.0,False,False,Senior (6-8 Yrs),Undisclosed
73,Data Scientist,Wipro,3.6,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,14.0,False,False,Senior (6-8 Yrs),Undisclosed
74,Data Scientist IV,Conduent,3.4,Bengaluru,Bangalore,Data Scientist,12-17 Yrs,12.0,17.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,Business Intelligence,7.0,False,False,Lead/Architect (9+ Yrs),Undisclosed
75,data scientist,Movate Technologies,3.1,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,5-8 Yrs,5.0,8.0,15.0,18.0,16.5,True,Hybrid,Small/Startup (<100),Hyderabad,AI/ML/DL,7.0,False,False,Mid (3-5 Yrs),Senior (10-20 LPA)
76,Data Scientist,Elios Technologies,3.6,Bengaluru,Bangalore,Data Scientist,3-7 Yrs,3.0,7.0,7.0,12.0,9.5,True,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,6.0,False,False,Mid (3-5 Yrs),Mid (6-10 LPA)
77,Data Scientist,Celebal Technologies,3.0,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,3.0,False,False,Mid (3-5 Yrs),Undisclosed
78,Data Scientist (Machine Learning),US MNC (analytics),3.6,"Hybrid - Gurugram, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0,20.0,35.0,27.5,True,Hybrid,Small/Startup (<100),Gurgaon,AI/ML/DL,4.0,False,False,Mid (3-5 Yrs),Leadership (20+ LPA)
79,Data Scientist(MLOps)-7-10Yrs-PAN INDIA,Crescendo Global Leadership Hiring India,3.6,"Hybrid - Pune, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Pune,AI/ML/DL,4.0,False,False,Mid (3-5 Yrs),Undisclosed
80,Hiring Data scientist,Ascendion Engineering,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,3-7 Yrs,3.0,7.0,2.0,7.0,4.5,True,Hybrid,Small/Startup (<100),Hyderabad,AI/ML/DL,6.0,False,False,Mid (3-5 Yrs),Entry (<3 LPA)
81,Data Scientist,Celebal Technologies,3.0,"Bengaluru, Mumbai (All Areas)",Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,7.0,False,False,Mid (3-5 Yrs),Undisclosed
82,Data Scientist,LanceSof,3.6,Bengaluru,Bangalore,Data Scientist,6-8 Yrs,6.0,8.0,16.0,30.0,23.0,True,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,7.0,False,False,Senior (6-8 Yrs),Senior (10-20 LPA)
83,Data Scientist,EXL,3.6,"Hybrid - Pune, Gurugram, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0,20.0,35.0,27.5,True,Hybrid,Small/Startup (<100),Pune,AI/ML/DL,7.0,False,False,Mid (3-5 Yrs),Leadership (20+ LPA)
84,Data Scientist,Ganit Business Solutions,3.8,"Mumbai, Bengaluru",Bangalore,Data Scientist,5-8 Yrs,5.0,8.0,15.0,30.0,22.5,True,On-site,Small/Startup (<100),Mumbai,Data Science,7.0,False,False,Mid (3-5 Yrs),Senior (10-20 LPA)
85,Data Scientist,TEKsystems,3.6,"Hybrid - Pune, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,17.0,30.0,23.5,True,Hybrid,Small/Startup (<100),Pune,Data Science,14.0,False,False,Mid (3-5 Yrs),Senior (10-20 LPA)
86,Data Scientist (Sql/Python/Pyspark/Tableau),Visa Consolidated Support Services India,3.5,Bengaluru,Bangalore,Data Scientist,4-6 Yrs,4.0,6.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,Business Intelligence,7.0,False,False,Mid (3-5 Yrs),Undisclosed
87,"Data Scientist, AI Engineering",Trinity Life Sciences,3.6,Bengaluru,Bangalore,Data Scientist,1-5 Yrs,1.0,5.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,7.0,False,True,Junior (0-2 Yrs),Undisclosed
88,Data Scientist (ML/AI),Philips,3.8,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Large (1000+),Bangalore,AI/ML/DL,7.0,False,False,Mid (3-5 Yrs),Undisclosed
89,Data Scientist,Algoleap Technologies,4.2,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,14.0,False,False,Mid (3-5 Yrs),Undisclosed
90,Director - Data Scientist,Makemytrip,3.4,Bengaluru,Bangalore,Data Scientist,14-18 Yrs,14.0,18.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,14.0,True,False,Lead/Architect (9+ Yrs),Undisclosed
91,Data Scientist,Axtria,2.7,"Hyderabad, Delhi / NCR, Bengaluru",Bangalore,Data Scientist,4-10 Yrs,4.0,10.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Hyderabad,AI/ML/DL,7.0,False,False,Mid (3-5 Yrs),Undisclosed
92,Data Scientist,Leading Client,3.6,Bengaluru,Bangalore,Data Scientist,7-12 Yrs,7.0,12.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,7.0,False,False,Senior (6-8 Yrs),Undisclosed
93,Data Scientist,Leading Client,3.6,"Noida, Hyderabad, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Noida,AI/ML/DL,14.0,False,False,Mid (3-5 Yrs),Undisclosed
94,Data Scientist,Damco Solutions,3.4,Hybrid - Bengaluru,Bangalore,Data Scientist,7-12 Yrs,7.0,12.0,0.0,0.0,0.0,False,Hybrid,Small/Startup (<100),Bangalore,AI/ML/DL,7.0,False,False,Senior (6-8 Yrs),Undisclosed
95,Data Scientist (4 Months Contract),Carnation Infotech,3.9,Remote,Bangalore,Data Scientist,10-15 Yrs,0.0,0.0,15.0,20.0,17.5,True,Remote,Small/Startup (<100),Remote,AI/ML/DL,7.0,False,True,Fresher,Senior (10-20 LPA)
96,Data Scientist,Fluenc,3.6,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,0.0,0.0,0.0,False,On-site,Small/Startup (<100),Bangalore,AI/ML/DL,14.0,False,False,Mid (3-5 Yrs),Undisclosed
97,Data Scientist,Luxoft,3.6,"Gurugram, Chennai, Bengaluru",Bangalore,Data Scientist,8-12 Yrs,8.0,12.0,25.0,30.0,27.5,True,On-site,Small/Startup (<100),Gurgaon,AI/ML/DL,7.0,False,False,Senior (6-8 Yrs),Leadership (20+ LPA)
